tenant_id	unix_hour	exact_count	estimate	signed_relative_error	absolute_relative_error	serialized_size
37	10	1000	995.807607	-0.004192393	0.004192393	4124
37	11	1000	997.083024	-0.002916976	0.002916976	4124
37	12	1000	1013.699680	0.013699680	0.013699680	4124
37	13	1000	989.436475	-0.010563525	0.010563525	4124
37	14	1000	997.083024	-0.002916976	0.002916976	4124
37	15	1000	998.358838	-0.001641162	0.001641162	4124
37	16	1000	998.358838	-0.001641162	0.001641162	4124
37	17	1000	1007.300678	0.007300678	0.007300678	4124
37	18	1000	998.358838	-0.001641162	0.001641162	4124
37	19	1000	994.532588	-0.005467412	0.005467412	4124
37	20	5000	4981.105439	-0.003778912	0.003778912	4124
37	21	5000	4981.105439	-0.003778912	0.003778912	4124
37	22	5000	4987.858944	-0.002428211	0.002428211	4124
37	23	10000	9971.481716	-0.002851828	0.002851828	4124
38	0	1000	993.257965	-0.006742035	0.006742035	4124
38	1	1000	1002.188665	0.002188665	0.002188665	4124
38	2	1000	997.083024	-0.002916976	0.002916976	4124
38	3	1000	989.436475	-0.010563525	0.010563525	4124
38	4	1000	1008.579679	0.008579679	0.008579679	4124
38	5	1000	1002.188665	0.002188665	0.002188665	4124
38	6	1000	1011.138879	0.011138879	0.011138879	4124
38	7	1000	1008.579679	0.008579679	0.008579679	4124
38	8	1000	998.358838	-0.001641162	0.001641162	4124
38	9	1000	1016.262082	0.016262082	0.016262082	4124
38	10	1000	1016.262082	0.016262082	0.016262082	4124
38	11	1000	1004.743874	0.004743874	0.004743874	4124
38	12	1000	1018.826088	0.018826088	0.018826088	4124
38	13	1000	999.635049	-0.000364951	0.000364951	4124
38	14	1000	986.890795	-0.013109205	0.013109205	4124
38	15	1000	1004.743874	0.004743874	0.004743874	4124
38	16	1000	1006.022077	0.006022077	0.006022077	4124
38	17	1000	1006.022077	0.006022077	0.006022077	4124
38	18	1000	1009.859079	0.009859079	0.009859079	4124
38	19	1000	997.083024	-0.002916976	0.002916976	4124
38	20	5000	5025.203588	0.005040718	0.005040718	4124
38	21	5000	4845.057291	-0.030988542	0.030988542	4124
38	22	5000	4994.623603	-0.001075279	0.001075279	4124
38	23	10000	9771.093931	-0.022890607	0.022890607	4124
39	0	1000	1007.300678	0.007300678	0.007300678	4124
39	1	1000	997.083024	-0.002916976	0.002916976	4124
39	2	1000	1016.262082	0.016262082	0.016262082	4124
39	3	1000	985.618547	-0.014381453	0.014381453	4124
39	4	1000	998.358838	-0.001641162	0.001641162	4124
39	5	1000	1004.743874	0.004743874	0.004743874	4124
39	6	1000	995.807607	-0.004192393	0.004192393	4124
39	7	1000	986.890795	-0.013109205	0.013109205	4124
39	8	1000	1003.466070	0.003466070	0.003466070	4124
39	9	1000	1007.300678	0.007300678	0.007300678	4124
39	10	1000	1006.022077	0.006022077	0.006022077	4124
39	11	1000	979.263232	-0.020736768	0.020736768	4124
39	12	1000	1020.108694	0.020108694	0.020108694	4124
39	13	1000	1018.826088	0.018826088	0.018826088	4124
39	14	1000	994.532588	-0.005467412	0.005467412	4124
39	15	1000	1016.262082	0.016262082	0.016262082	4124
39	16	1000	990.709909	-0.009290091	0.009290091	4124
39	17	1000	1011.138879	0.011138879	0.011138879	4124
39	18	1000	1017.543884	0.017543884	0.017543884	4124
39	19	1000	1002.188665	0.002188665	0.002188665	4124
39	20	5000	5001.399453	0.000279891	0.000279891	4124
39	21	5000	5001.399453	0.000279891	0.000279891	4124
39	22	5000	5011.584290	0.002316858	0.002316858	4124
39	23	10000	10230.510536	0.023051054	0.023051054	4124
40	0	1000	1000.911658	0.000911658	0.000911658	4124
40	1	1000	1002.188665	0.002188665	0.002188665	4124
40	2	1000	985.618547	-0.014381453	0.014381453	4124
40	3	1000	994.532588	-0.005467412	0.005467412	4124
40	4	1000	1004.743874	0.004743874	0.004743874	4124
40	5	1000	997.083024	-0.002916976	0.002916976	4124
40	6	1000	994.532588	-0.005467412	0.005467412	4124
40	7	1000	995.807607	-0.004192393	0.004192393	4124
40	8	1000	994.532588	-0.005467412	0.005467412	4124
40	9	1000	990.709909	-0.009290091	0.009290091	4124
40	10	1000	1004.743874	0.004743874	0.004743874	4124
40	11	1000	1009.859079	0.009859079	0.009859079	4124
40	12	1000	991.983739	-0.008016261	0.008016261	4124
40	13	1000	985.618547	-0.014381453	0.014381453	4124
40	14	1000	1000.911658	0.000911658	0.000911658	4124
40	15	1000	1000.911658	0.000911658	0.000911658	4124
40	16	1000	979.263232	-0.020736768	0.020736768	4124
40	17	1000	993.257965	-0.006742035	0.006742035	4124
40	18	1000	1011.138879	0.011138879	0.011138879	4124
40	19	1000	981.804175	-0.018195825	0.018195825	4124
40	20	5000	5021.794515	0.004358903	0.004358903	4124
40	21	5000	5014.984871	0.002996974	0.002996974	4124
40	22	5000	4970.996014	-0.005800797	0.005800797	4124
40	23	10000	9926.096210	-0.007390379	0.007390379	4124
41	0	1000	1016.262082	0.016262082	0.016262082	4124
41	1	1000	997.083024	-0.002916976	0.002916976	4124
41	2	1000	985.618547	-0.014381453	0.014381453	4124
41	3	1000	985.618547	-0.014381453	0.014381453	4124
41	4	1000	1004.743874	0.004743874	0.004743874	4124
41	5	1000	998.358838	-0.001641162	0.001641162	4124
41	6	1000	991.983739	-0.008016261	0.008016261	4124
41	7	1000	990.709909	-0.009290091	0.009290091	4124
41	8	1000	1011.138879	0.011138879	0.011138879	4124
41	9	1000	1013.699680	0.013699680	0.013699680	4124
41	10	1000	989.436475	-0.010563525	0.010563525	4124
41	11	1000	999.635049	-0.000364951	0.000364951	4124
41	12	1000	1000.911658	0.000911658	0.000911658	4124
41	13	1000	1009.859079	0.009859079	0.009859079	4124
41	14	1000	998.358838	-0.001641162	0.001641162	4124
41	15	1000	997.083024	-0.002916976	0.002916976	4124
41	16	1000	1020.108694	0.020108694	0.020108694	4124
41	17	1000	1008.579679	0.008579679	0.008579679	4124
41	18	1000	1016.262082	0.016262082	0.016262082	4124
41	19	1000	993.257965	-0.006742035	0.006742035	4124
41	20	5000	5028.615500	0.005723100	0.005723100	4124
41	21	5000	5059.451279	0.011890256	0.011890256	4124
41	22	5000	4904.230070	-0.019153986	0.019153986	4124
41	23	10000	9960.088106	-0.003991189	0.003991189	4124
42	0	1000	993.257965	-0.006742035	0.006742035	4124
42	1	1000	998.358838	-0.001641162	0.001641162	4124
42	2	1000	1002.188665	0.002188665	0.002188665	4124
42	3	1000	1011.138879	0.011138879	0.011138879	4124
42	4	1000	993.257965	-0.006742035	0.006742035	4124
42	5	1000	1014.980680	0.014980680	0.014980680	4124
42	6	1000	1013.699680	0.013699680	0.013699680	4124
42	7	1000	994.532588	-0.005467412	0.005467412	4124
42	8	1000	1025.243135	0.025243135	0.025243135	4124
42	9	1000	976.723864	-0.023276136	0.023276136	4124
42	10	1000	1014.980680	0.014980680	0.014980680	4124
42	11	1000	1011.138879	0.011138879	0.011138879	4124
42	12	1000	1012.419079	0.012419079	0.012419079	4124
42	13	1000	1013.699680	0.013699680	0.013699680	4124
42	14	1000	988.163437	-0.011836563	0.011836563	4124
42	15	1000	1009.859079	0.009859079	0.009859079	4124
42	16	1000	999.635049	-0.000364951	0.000364951	4124
42	17	1000	994.532588	-0.005467412	0.005467412	4124
42	18	1000	991.983739	-0.008016261	0.008016261	4124
42	19	1000	1011.138879	0.011138879	0.011138879	4124
42	20	5000	4904.230070	-0.019153986	0.019153986	4124
42	21	5000	4981.105439	-0.003778912	0.003778912	4124
42	22	5000	4894.308385	-0.021138323	0.021138323	4124
42	23	10000	10341.386479	0.034138648	0.034138648	4124
43	0	1000	1007.300678	0.007300678	0.007300678	4124
43	1	1000	1008.579679	0.008579679	0.008579679	4124
43	2	1000	998.358838	-0.001641162	0.001641162	4124
43	3	1000	983.075238	-0.016924762	0.016924762	4124
43	4	1000	999.635049	-0.000364951	0.000364951	4124
43	5	1000	1013.699680	0.013699680	0.013699680	4124
43	6	1000	1007.300678	0.007300678	0.007300678	4124
43	7	1000	1004.743874	0.004743874	0.004743874	4124
43	8	1000	1013.699680	0.013699680	0.013699680	4124
43	9	1000	1016.262082	0.016262082	0.016262082	4124
43	10	1000	989.436475	-0.010563525	0.010563525	4124
43	11	1000	991.983739	-0.008016261	0.008016261	4124
43	12	1000	1014.980680	0.014980680	0.014980680	4124
43	13	1000	1014.980680	0.014980680	0.014980680	4124
43	14	1000	981.804175	-0.018195825	0.018195825	4124
43	15	1000	998.358838	-0.001641162	0.001641162	4124
43	16	1000	1023.958921	0.023958921	0.023958921	4124
43	17	1000	991.983739	-0.008016261	0.008016261	4124
43	18	1000	1022.675110	0.022675110	0.022675110	4124
43	19	1000	997.083024	-0.002916976	0.002916976	4124
43	20	5000	5045.717821	0.009143564	0.009143564	4124
43	21	5000	5014.984871	0.002996974	0.002996974	4124
43	22	5000	4957.555477	-0.008488905	0.008488905	4124
43	23	10000	9814.785012	-0.018521499	0.018521499	4124
44	0	1000	983.075238	-0.016924762	0.016924762	4124
44	1	1000	1006.022077	0.006022077	0.006022077	4124
44	2	1000	1013.699680	0.013699680	0.013699680	4124
44	3	1000	1031.670251	0.031670251	0.031670251	4124
44	4	1000	1003.466070	0.003466070	0.003466070	4124
44	5	1000	989.436475	-0.010563525	0.010563525	4124
44	6	1000	1003.466070	0.003466070	0.003466070	4124
44	7	1000	995.807607	-0.004192393	0.004192393	4124
44	8	1000	983.075238	-0.016924762	0.016924762	4124
44	9	1000	990.709909	-0.009290091	0.009290091	4124
44	10	1000	994.532588	-0.005467412	0.005467412	4124
44	11	1000	985.618547	-0.014381453	0.014381453	4124
44	12	1000	1007.300678	0.007300678	0.007300678	4124
44	13	1000	1006.022077	0.006022077	0.006022077	4124
44	14	1000	1008.579679	0.008579679	0.008579679	4124
44	15	1000	985.618547	-0.014381453	0.014381453	4124
44	16	1000	994.532588	-0.005467412	0.005467412	4124
44	17	1000	985.618547	-0.014381453	0.014381453	4124
44	18	1000	995.807607	-0.004192393	0.004192393	4124
44	19	1000	1000.911658	0.000911658	0.000911658	4124
44	20	5000	5038.868321	0.007773664	0.007773664	4124
44	21	5000	4987.858944	-0.002428211	0.002428211	4124
44	22	5000	4967.631743	-0.006473651	0.006473651	4124
44	23	10000	10279.418580	0.027941858	0.027941858	4124
45	0	1000	999.635049	-0.000364951	0.000364951	4124
45	1	1000	976.723864	-0.023276136	0.023276136	4124
45	2	1000	1012.419079	0.012419079	0.012419079	4124
45	3	1000	1012.419079	0.012419079	0.012419079	4124
45	4	1000	1021.391701	0.021391701	0.021391701	4124
45	5	1000	1002.188665	0.002188665	0.002188665	4124
45	6	1000	1011.138879	0.011138879	0.011138879	4124
45	7	1000	1007.300678	0.007300678	0.007300678	4124
45	8	1000	984.346695	-0.015653305	0.015653305	4124
45	9	1000	984.346695	-0.015653305	0.015653305	4124
45	10	1000	1014.980680	0.014980680	0.014980680	4124
45	11	1000	1016.262082	0.016262082	0.016262082	4124
45	12	1000	1002.188665	0.002188665	0.002188665	4124
45	13	1000	999.635049	-0.000364951	0.000364951	4124
45	14	1000	1013.699680	0.013699680	0.013699680	4124
45	15	1000	1025.243135	0.025243135	0.025243135	4124
45	16	1000	998.358838	-0.001641162	0.001641162	4124
45	17	1000	1014.980680	0.014980680	0.014980680	4124
45	18	1000	1011.138879	0.011138879	0.011138879	4124
45	19	1000	991.983739	-0.008016261	0.008016261	4124
45	20	5000	5052.578794	0.010515759	0.010515759	4124
45	21	5000	5052.578794	0.010515759	0.010515759	4124
45	22	5000	4964.270233	-0.007145953	0.007145953	4124
45	23	10000	10017.375753	0.001737575	0.001737575	4124
46	0	1000	986.890795	-0.013109205	0.013109205	4124
46	1	1000	1026.527751	0.026527751	0.026527751	4124
46	2	1000	997.083024	-0.002916976	0.002916976	4124
46	3	1000	1013.699680	0.013699680	0.013699680	4124
46	4	1000	1006.022077	0.006022077	0.006022077	4124
46	5	1000	999.635049	-0.000364951	0.000364951	4124
46	6	1000	1008.579679	0.008579679	0.008579679	4124
46	7	1000	1014.980680	0.014980680	0.014980680	4124
46	8	1000	989.436475	-0.010563525	0.010563525	4124
46	9	1000	993.257965	-0.006742035	0.006742035	4124
46	10	1000	1004.743874	0.004743874	0.004743874	4124
46	11	1000	1020.108694	0.020108694	0.020108694	4124
46	12	1000	997.083024	-0.002916976	0.002916976	4124
46	13	1000	1007.300678	0.007300678	0.007300678	4124
46	14	1000	997.083024	-0.002916976	0.002916976	4124
46	15	1000	985.618547	-0.014381453	0.014381453	4124
46	16	1000	993.257965	-0.006742035	0.006742035	4124
46	17	1000	993.257965	-0.006742035	0.006742035	4124
46	18	1000	994.532588	-0.005467412	0.005467412	4124
46	19	1000	1007.300678	0.007300678	0.007300678	4124
46	20	5000	4974.363051	-0.005127390	0.005127390	4124
46	21	5000	5069.781675	0.013956335	0.013956335	4124
46	22	5000	5035.447861	0.007089572	0.007089572	4124
46	23	10000	9781.973088	-0.021802691	0.021802691	4124
47	0	1000	988.163437	-0.011836563	0.011836563	4124
47	1	1000	997.083024	-0.002916976	0.002916976	4124
47	2	1000	1008.579679	0.008579679	0.008579679	4124
47	3	1000	1007.300678	0.007300678	0.007300678	4124
47	4	1000	993.257965	-0.006742035	0.006742035	4124
47	5	1000	997.083024	-0.002916976	0.002916976	4124
47	6	1000	1002.188665	0.002188665	0.002188665	4124
47	7	1000	990.709909	-0.009290091	0.009290091	4124
47	8	1000	995.807607	-0.004192393	0.004192393	4124
47	9	1000	1023.958921	0.023958921	0.023958921	4124
47	10	1000	991.983739	-0.008016261	0.008016261	4124
47	11	1000	995.807607	-0.004192393	0.004192393	4124
47	12	1000	994.532588	-0.005467412	0.005467412	4124
47	13	1000	1022.675110	0.022675110	0.022675110	4124
47	14	1000	1006.022077	0.006022077	0.006022077	4124
47	15	1000	995.807607	-0.004192393	0.004192393	4124
47	16	1000	981.804175	-0.018195825	0.018195825	4124
47	17	1000	1011.138879	0.011138879	0.011138879	4124
47	18	1000	1006.022077	0.006022077	0.006022077	4124
47	19	1000	1012.419079	0.012419079	0.012419079	4124
47	20	5000	5076.683109	0.015336622	0.015336622	4124
47	21	5000	4974.363051	-0.005127390	0.005127390	4124
47	22	5000	4927.474558	-0.014505088	0.014505088	4124
47	23	10000	10098.948862	0.009894886	0.009894886	4124
48	0	1000	1004.743874	0.004743874	0.004743874	4124
48	1	1000	1020.108694	0.020108694	0.020108694	4124
48	2	1000	988.163437	-0.011836563	0.011836563	4124
48	3	1000	1006.022077	0.006022077	0.006022077	4124
48	4	1000	1004.743874	0.004743874	0.004743874	4124
48	5	1000	1002.188665	0.002188665	0.002188665	4124
48	6	1000	994.532588	-0.005467412	0.005467412	4124
48	7	1000	979.263232	-0.020736768	0.020736768	4124
48	8	1000	1007.300678	0.007300678	0.007300678	4124
48	9	1000	1000.911658	0.000911658	0.000911658	4124
48	10	1000	1009.859079	0.009859079	0.009859079	4124
48	11	1000	990.709909	-0.009290091	0.009290091	4124
48	12	1000	999.635049	-0.000364951	0.000364951	4124
48	13	1000	1011.138879	0.011138879	0.011138879	4124
48	14	1000	991.983739	-0.008016261	0.008016261	4124
48	15	1000	991.983739	-0.008016261	0.008016261	4124
48	16	1000	998.358838	-0.001641162	0.001641162	4124
48	17	1000	999.635049	-0.000364951	0.000364951	4124
48	18	1000	1007.300678	0.007300678	0.007300678	4124
48	19	1000	995.807607	-0.004192393	0.004192393	4124
48	20	5000	5035.447861	0.007089572	0.007089572	4124
48	21	5000	4994.623603	-0.001075279	0.001075279	4124
48	22	5000	5038.868321	0.007773664	0.007773664	4124
48	23	10000	10230.510536	0.023051054	0.023051054	4124
49	0	1000	999.635049	-0.000364951	0.000364951	4124
49	1	1000	990.709909	-0.009290091	0.009290091	4124
49	2	1000	989.436475	-0.010563525	0.010563525	4124
49	3	1000	986.890795	-0.013109205	0.013109205	4124
49	4	1000	991.983739	-0.008016261	0.008016261	4124
49	5	1000	1014.980680	0.014980680	0.014980680	4124
49	6	1000	1007.300678	0.007300678	0.007300678	4124
49	7	1000	980.533506	-0.019466494	0.019466494	4124
49	8	1000	993.257965	-0.006742035	0.006742035	4124
49	9	1000	1004.743874	0.004743874	0.004743874	4124
49	10	1000	999.635049	-0.000364951	0.000364951	4124
49	11	1000	1003.466070	0.003466070	0.003466070	4124
49	12	1000	1011.138879	0.011138879	0.011138879	4124
49	13	1000	1008.579679	0.008579679	0.008579679	4124
49	14	1000	979.263232	-0.020736768	0.020736768	4124
49	15	1000	1004.743874	0.004743874	0.004743874	4124
49	16	1000	991.983739	-0.008016261	0.008016261	4124
49	17	1000	1008.579679	0.008579679	0.008579679	4124
49	18	1000	1016.262082	0.016262082	0.016262082	4124
49	19	1000	983.075238	-0.016924762	0.016924762	4124
49	20	5000	5097.457456	0.019491491	0.019491491	4124
49	21	5000	5069.781675	0.013956335	0.013956335	4124
49	22	5000	4991.239877	-0.001752025	0.001752025	4124
49	23	10000	9960.088106	-0.003991189	0.003991189	4124
50	0	1000	986.890795	-0.013109205	0.013109205	4124
50	1	1000	1017.543884	0.017543884	0.017543884	4124
50	2	1000	1023.958921	0.023958921	0.023958921	4124
50	3	1000	994.532588	-0.005467412	0.005467412	4124
50	4	1000	1003.466070	0.003466070	0.003466070	4124
50	5	1000	988.163437	-0.011836563	0.011836563	4124
50	6	1000	997.083024	-0.002916976	0.002916976	4124
50	7	1000	989.436475	-0.010563525	0.010563525	4124
50	8	1000	1018.826088	0.018826088	0.018826088	4124
50	9	1000	998.358838	-0.001641162	0.001641162	4124
50	10	1000	1007.300678	0.007300678	0.007300678	4124
50	11	1000	1014.980680	0.014980680	0.014980680	4124
50	12	1000	1007.300678	0.007300678	0.007300678	4124
50	13	1000	995.807607	-0.004192393	0.004192393	4124
50	14	1000	989.436475	-0.010563525	0.010563525	4124
50	15	1000	1013.699680	0.013699680	0.013699680	4124
50	16	1000	976.723864	-0.023276136	0.023276136	4124
50	17	1000	1003.466070	0.003466070	0.003466070	4124
50	18	1000	988.163437	-0.011836563	0.011836563	4124
50	19	1000	988.163437	-0.011836563	0.011836563	4124
50	20	5000	5069.781675	0.013956335	0.013956335	4124
50	21	5000	5021.794515	0.004358903	0.004358903	4124
50	22	5000	5066.335314	0.013267063	0.013267063	4124
50	23	10000	10087.195626	0.008719563	0.008719563	4124
51	0	1000	990.709909	-0.009290091	0.009290091	4124
51	1	1000	994.532588	-0.005467412	0.005467412	4124
51	2	1000	1003.466070	0.003466070	0.003466070	4124
51	3	1000	1007.300678	0.007300678	0.007300678	4124
51	4	1000	983.075238	-0.016924762	0.016924762	4124
51	5	1000	988.163437	-0.011836563	0.011836563	4124
51	6	1000	991.983739	-0.008016261	0.008016261	4124
51	7	1000	1008.579679	0.008579679	0.008579679	4124
51	8	1000	988.163437	-0.011836563	0.011836563	4124
51	9	1000	1006.022077	0.006022077	0.006022077	4124
51	10	1000	991.983739	-0.008016261	0.008016261	4124
51	11	1000	1000.911658	0.000911658	0.000911658	4124
51	12	1000	997.083024	-0.002916976	0.002916976	4124
51	13	1000	997.083024	-0.002916976	0.002916976	4124
51	14	1000	991.983739	-0.008016261	0.008016261	4124
51	15	1000	990.709909	-0.009290091	0.009290091	4124
51	16	1000	1022.675110	0.022675110	0.022675110	4124
51	17	1000	995.807607	-0.004192393	0.004192393	4124
51	18	1000	998.358838	-0.001641162	0.001641162	4124
51	19	1000	995.807607	-0.004192393	0.004192393	4124
51	20	5000	5014.984871	0.002996974	0.002996974	4124
51	21	5000	5028.615500	0.005723100	0.005723100	4124
51	22	5000	5018.388278	0.003677656	0.003677656	4124
51	23	10000	9994.364457	-0.000563554	0.000563554	4124
52	0	1000	995.807607	-0.004192393	0.004192393	4124
52	1	1000	1002.188665	0.002188665	0.002188665	4124
52	2	1000	1002.188665	0.002188665	0.002188665	4124
52	3	1000	1012.419079	0.012419079	0.012419079	4124
52	4	1000	985.618547	-0.014381453	0.014381453	4124
52	5	1000	997.083024	-0.002916976	0.002916976	4124
52	6	1000	997.083024	-0.002916976	0.002916976	4124
52	7	1000	991.983739	-0.008016261	0.008016261	4124
52	8	1000	986.890795	-0.013109205	0.013109205	4124
52	9	1000	998.358838	-0.001641162	0.001641162	4124
52	10	1000	981.804175	-0.018195825	0.018195825	4124
52	11	1000	1002.188665	0.002188665	0.002188665	4124
52	12	1000	991.983739	-0.008016261	0.008016261	4124
52	13	1000	1014.980680	0.014980680	0.014980680	4124
52	14	1000	985.618547	-0.014381453	0.014381453	4124
52	15	1000	993.257965	-0.006742035	0.006742035	4124
52	16	1000	1021.391701	0.021391701	0.021391701	4124
52	17	1000	999.635049	-0.000364951	0.000364951	4124
52	18	1000	988.163437	-0.011836563	0.011836563	4124
52	19	1000	995.807607	-0.004192393	0.004192393	4124
52	20	5000	5066.335314	0.013267063	0.013267063	4124
52	21	5000	5001.399453	0.000279891	0.000279891	4124
52	22	5000	4950.851711	-0.009829658	0.009829658	4124
52	23	10000	10075.476018	0.007547602	0.007547602	4124
53	0	1000	1022.675110	0.022675110	0.022675110	4124
53	1	1000	994.532588	-0.005467412	0.005467412	4124
53	2	1000	984.346695	-0.015653305	0.015653305	4124
53	3	1000	1016.262082	0.016262082	0.016262082	4124
53	4	1000	993.257965	-0.006742035	0.006742035	4124
53	5	1000	974.186070	-0.025813930	0.025813930	4124
53	6	1000	998.358838	-0.001641162	0.001641162	4124
53	7	1000	1003.466070	0.003466070	0.003466070	4124
53	8	1000	997.083024	-0.002916976	0.002916976	4124
53	9	1000	1016.262082	0.016262082	0.016262082	4124
53	10	1000	993.257965	-0.006742035	0.006742035	4124
53	11	1000	988.163437	-0.011836563	0.011836563	4124
53	12	1000	995.807607	-0.004192393	0.004192393	4124
53	13	1000	1012.419079	0.012419079	0.012419079	4124
53	14	1000	1022.675110	0.022675110	0.022675110	4124
53	15	1000	993.257965	-0.006742035	0.006742035	4124
53	16	1000	998.358838	-0.001641162	0.001641162	4124
53	17	1000	1004.743874	0.004743874	0.004743874	4124
53	18	1000	1009.859079	0.009859079	0.009859079	4124
53	19	1000	1002.188665	0.002188665	0.002188665	4124
53	20	5000	5056.013595	0.011202719	0.011202719	4124
53	21	5000	4998.010127	-0.000397975	0.000397975	4124
53	22	5000	4954.202223	-0.009159555	0.009159555	4124
53	23	10000	9717.127406	-0.028287259	0.028287259	4124
54	0	1000	990.709909	-0.009290091	0.009290091	4124
54	1	1000	990.709909	-0.009290091	0.009290091	4124
54	2	1000	989.436475	-0.010563525	0.010563525	4124
54	3	1000	1006.022077	0.006022077	0.006022077	4124
54	4	1000	1008.579679	0.008579679	0.008579679	4124
54	5	1000	988.163437	-0.011836563	0.011836563	4124
54	6	1000	984.346695	-0.015653305	0.015653305	4124
54	7	1000	1017.543884	0.017543884	0.017543884	4124
54	8	1000	999.635049	-0.000364951	0.000364951	4124
54	9	1000	999.635049	-0.000364951	0.000364951	4124
54	10	1000	984.346695	-0.015653305	0.015653305	4124
54	11	1000	1013.699680	0.013699680	0.013699680	4124
54	12	1000	998.358838	-0.001641162	0.001641162	4124
54	13	1000	1004.743874	0.004743874	0.004743874	4124
54	14	1000	1009.859079	0.009859079	0.009859079	4124
54	15	1000	1018.826088	0.018826088	0.018826088	4124
54	16	1000	994.532588	-0.005467412	0.005467412	4124
54	17	1000	1006.022077	0.006022077	0.006022077	4124
54	18	1000	1002.188665	0.002188665	0.002188665	4124
54	19	1000	993.257965	-0.006742035	0.006742035	4124
54	20	5000	4934.140142	-0.013171972	0.013171972	4124
54	21	5000	4887.707256	-0.022458549	0.022458549	4124
54	22	5000	4987.858944	-0.002428211	0.002428211	4124
54	23	10000	9771.093931	-0.022890607	0.022890607	4124
55	0	1000	986.890795	-0.013109205	0.013109205	4124
55	1	1000	991.983739	-0.008016261	0.008016261	4124
55	2	1000	998.358838	-0.001641162	0.001641162	4124
55	3	1000	1018.826088	0.018826088	0.018826088	4124
55	4	1000	989.436475	-0.010563525	0.010563525	4124
55	5	1000	1006.022077	0.006022077	0.006022077	4124
55	6	1000	991.983739	-0.008016261	0.008016261	4124
55	7	1000	983.075238	-0.016924762	0.016924762	4124
55	8	1000	1013.699680	0.013699680	0.013699680	4124
55	9	1000	997.083024	-0.002916976	0.002916976	4124
55	10	1000	1006.022077	0.006022077	0.006022077	4124
55	11	1000	1016.262082	0.016262082	0.016262082	4124
55	12	1000	1007.300678	0.007300678	0.007300678	4124
55	13	1000	991.983739	-0.008016261	0.008016261	4124
55	14	1000	1003.466070	0.003466070	0.003466070	4124
55	15	1000	1009.859079	0.009859079	0.009859079	4124
55	16	1000	983.075238	-0.016924762	0.016924762	4124
55	17	1000	997.083024	-0.002916976	0.002916976	4124
55	18	1000	988.163437	-0.011836563	0.011836563	4124
55	19	1000	986.890795	-0.013109205	0.013109205	4124
55	20	5000	5018.388278	0.003677656	0.003677656	4124
55	21	5000	4874.536826	-0.025092635	0.025092635	4124
55	22	5000	5042.291639	0.008458328	0.008458328	4124
55	23	10000	9948.726102	-0.005127390	0.005127390	4124
56	0	1000	1003.466070	0.003466070	0.003466070	4124
56	1	1000	995.807607	-0.004192393	0.004192393	4124
56	2	1000	988.163437	-0.011836563	0.011836563	4124
56	3	1000	1012.419079	0.012419079	0.012419079	4124
56	4	1000	985.618547	-0.014381453	0.014381453	4124
56	5	1000	990.709909	-0.009290091	0.009290091	4124
56	6	1000	984.346695	-0.015653305	0.015653305	4124
56	7	1000	1017.543884	0.017543884	0.017543884	4124
56	8	1000	1002.188665	0.002188665	0.002188665	4124
56	9	1000	1006.022077	0.006022077	0.006022077	4124
56	10	1000	979.263232	-0.020736768	0.020736768	4124
56	11	1000	997.083024	-0.002916976	0.002916976	4124
56	12	1000	993.257965	-0.006742035	0.006742035	4124
56	13	1000	990.709909	-0.009290091	0.009290091	4124
56	14	1000	1009.859079	0.009859079	0.009859079	4124
56	15	1000	979.263232	-0.020736768	0.020736768	4124
56	16	1000	1009.859079	0.009859079	0.009859079	4124
56	17	1000	991.983739	-0.008016261	0.008016261	4124
56	18	1000	997.083024	-0.002916976	0.002916976	4124
56	19	1000	1012.419079	0.012419079	0.012419079	4124
56	20	5000	5032.030256	0.006406051	0.006406051	4124
56	21	5000	4930.805994	-0.013838801	0.013838801	4124
56	22	5000	5114.850264	0.022970053	0.022970053	4124
56	23	10000	10098.948862	0.009894886	0.009894886	4124
57	0	1000	993.257965	-0.006742035	0.006742035	4124
57	1	1000	997.083024	-0.002916976	0.002916976	4124
57	2	1000	983.075238	-0.016924762	0.016924762	4124
57	3	1000	1003.466070	0.003466070	0.003466070	4124
57	4	1000	995.807607	-0.004192393	0.004192393	4124
57	5	1000	976.723864	-0.023276136	0.023276136	4124
57	6	1000	986.890795	-0.013109205	0.013109205	4124
57	7	1000	1014.980680	0.014980680	0.014980680	4124
57	8	1000	1007.300678	0.007300678	0.007300678	4124
57	9	1000	1007.300678	0.007300678	0.007300678	4124
57	10	1000	991.983739	-0.008016261	0.008016261	4124
57	11	1000	1008.579679	0.008579679	0.008579679	4124
57	12	1000	995.807607	-0.004192393	0.004192393	4124
57	13	1000	1012.419079	0.012419079	0.012419079	4124
57	14	1000	999.635049	-0.000364951	0.000364951	4124
57	15	1000	999.635049	-0.000364951	0.000364951	4124
57	16	1000	998.358838	-0.001641162	0.001641162	4124
57	17	1000	994.532588	-0.005467412	0.005467412	4124
57	18	1000	1018.826088	0.018826088	0.018826088	4124
57	19	1000	1000.911658	0.000911658	0.000911658	4124
57	20	5000	4957.555477	-0.008488905	0.008488905	4124
57	21	5000	4937.477005	-0.012504599	0.012504599	4124
57	22	5000	5104.405719	0.020881144	0.020881144	4124
57	23	10000	9771.093931	-0.022890607	0.022890607	4124
58	0	1000	983.075238	-0.016924762	0.016924762	4124
58	1	1000	995.807607	-0.004192393	0.004192393	4124
